cell_type,tissue_system,germ_layer,layer_id,os_analogy,cell_type_description,n_markers_in_catalog,marker_gene
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,PRF1
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,TBX21
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,BCL11B
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD28
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD3D
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD3E
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD3G
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD4
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD8A
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CD8B
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,CTLA4
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,FOXP3
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,GATA3
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,IFNG
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,IL17A
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,IL2RA
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,IL4
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,IL7R
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,LAG3
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,LEF1
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,PDCD1
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,RORC
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,TBX21
T_CELL,Thymus/Blood,MESODERM,8,Adaptive security agent — trained threat detector,Adaptive immune cells — antigen-specific defense,22,TCF7
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,BMP15
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,DAZL
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,DDX4
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,FIGLA
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,FOXL2
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,GDF9
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,LHX8
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,NOBOX
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,SOHLH1
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,SOHLH2
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,SYCP3
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,ZP1
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,ZP2
OOGONIA,Ovary,MESODERM,9,Egg cell factory — produces oocytes with full genome copy,Female germ cell precursors,14,ZP3
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,DAZL
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,DDX4
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,DMC1
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,GFRa1
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,ID4
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,KIT
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,NANOS2
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,NANOS3
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,PIWIL1
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,PIWIL2
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,PLZF
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,STRA8
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,SYCP3
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,UTF1
SPERMATOGONIA,Testis,MESODERM,9,Replication fork — stem cells for gamete production,Male germ cell precursors,15,ZBTB16
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,DSC1
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,DSC3
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,DSG1
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,DSG3
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,FLG
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,IVL
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KLF4
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KRT1
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KRT10
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KRT14
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KRT15
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,KRT5
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,LOR
KERATINOCYTE,Skin,ECTODERM,10,Container hull plating — structural barrier cells,Skin barrier cells — produce keratin,14,TP63
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,DCT
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,EDNRB
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,KIT
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,MC1R
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,MITF
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,MLANA
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,PAX3
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,PMEL
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,SLC45A2
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,SOX10
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,TYR
MELANOCYTE,Skin,ECTODERM,10,UV shield generator — radiation protection coating,Pigment-producing cells — UV protection,12,TYRP1
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,ADIPOQ
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,CEBPA
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,CIDEA
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,DGAT2
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,DIO2
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,FABP4
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,FASN
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,LEP
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,LPL
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,PLIN1
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,PPARG
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,PRDM16
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,SLC2A4
ADIPOCYTE,Fat,MESODERM,11,Energy storage unit — fuel depot + thermal insulation,Fat cells — energy storage and endocrine function,14,UCP1
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,CLDN11
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,CNP
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,FA2H
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,MAG
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,MBP
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,MOBP
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,MOG
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,MYRF
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,NKX2-2
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,OLIG1
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,OLIG2
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,PLP1
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,SOX10
OLIGODENDROCYTE,Brain,ECTODERM,11,Network infrastructure — signal insulation (myelination),Myelin-producing cells — axon insulation for fast conduction,14,UGT8
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,ABCA3
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,LAMP3
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,LPCAT1
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,NAPSA
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,NKX2-1
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SFTPA1
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SFTPA2
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SFTPB
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SFTPC
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SFTPD
PNEUMOCYTE_II,Lung,ENDODERM,11,Surface coating system — produces surfactant lubricant,Alveolar type II — surfactant production + stem cell for type I,11,SLC34A2
